timestamp,user,channel,text
2025-10-20 10:00:00,Sosthenes,#crete,Ye must be born again. John 3:7
2025-10-20 13:45:00,Mary_Rome,#antioch,"Abide in me, and I in you. John 15:4"
2025-10-20 14:30:00,Lucius,#tarsus,Seek ye first the kingdom of God. Matt 6:33
2025-10-20 14:30:00,Phlegon,#damascus,"The kingdom of God is righteousness, peace, and joy. Rom 14:17"
2025-10-21 14:20:00,Thomas,#samaria,Go thou and do likewise. Luke 10:37
2025-10-23 08:30:00,Barnabas,#colossae,The leaves of the tree were for the healing of nations. Rev 22:2
2025-10-23 11:30:00,Aquila,#malta,"For in him we live, and move, and have our being. Acts 17:28"
2025-10-24 10:30:00,Prochorus,#sardis,God is no respecter of persons. Acts 10:34
2025-10-24 16:00:00,Paul,#philippi,The leaves of the tree were for the healing of nations. Rev 22:2
2025-10-24 19:15:00,Paul,#puteoli,Ye must be born again. John 3:7
2025-10-25 09:15:00,Cornelius,#tarsus,"The kingdom of God is righteousness, peace, and joy. Rom 14:17"
2025-10-25 15:30:00,Linus,#puteoli,"Give, and it shall be given unto you. Luke 6:38"
2025-10-25 18:30:00,Tychicus,#antioch,All scripture is given by inspiration of God. 2 Tim 3:16
2025-10-25 18:30:00,Andronicus,#iconium,With God all things are possible. Matt 19:26
2025-10-26 08:00:00,Paul,#hierapolis,I can do all things through Christ. Phil 4:13
2025-10-27 09:00:00,Andronicus,#cyprus,"Draw nigh to God, and he will draw nigh. James 4:8"
2025-10-27 09:00:00,Chloe,#philadelphia,Watch therefore: for ye know not what hour. Matt 24:42
2025-10-27 09:45:00,Rufus,#sardis,I have fought a good fight. 2 Tim 4:7
2025-10-27 11:15:00,Paul,#pergamum,Quench not the Spirit. 1 Thess 5:19
2025-10-27 14:00:00,Matthias,#crete,Blessed are the peacemakers. Matt 5:9
2025-10-28 09:20:00,Luke,#iconium,"Judge not, that ye be not judged. Matt 7:1"
2025-10-29 09:00:00,Parmenas,#thessalonica,By their fruits ye shall know them. Matt 7:20
2025-10-29 09:20:00,Andrew,#thyatira,God loveth a cheerful giver. 2 Cor 9:7
2025-10-30 07:30:00,Trophimus,#antioch,Lay not up for yourselves treasures upon earth. Matt 6:19
2025-10-30 14:30:00,Olympas,#damascus,Render unto Caesar the things which are Caesar's. Matt 22:21
2025-10-30 16:15:00,Thomas,#alexandria,I can do all things through Christ. Phil 4:13
2025-10-31 14:45:00,Mark,#thyatira,Man shall not live by bread alone. Luke 4:4
2025-11-01 19:00:00,Asyncritus,#perga,Rejoice in the Lord alway. Phil 4:4
2025-11-02 07:00:00,Cleopas,#colossae,"Love suffereth long, and is kind. 1 Cor 13:4"
2025-11-02 09:15:00,Parmenas,#thyatira,Go thou and do likewise. Luke 10:37
2025-11-03 08:30:00,Bartholomew,#pergamum,"Lo, I am with you alway, even unto the end. Matt 28:20"
2025-11-03 09:15:00,Matthias,#rome,"Behold, I make all things new. Rev 21:5"
2025-11-03 11:30:00,Nicolas,#miletus,"For God so loved the world, that he gave his only begotten Son. John 3:16"
2025-11-04 09:00:00,James_Zebedee,#cyprus,Love worketh no ill to his neighbour. Rom 13:10
2025-11-04 13:30:00,Paul,#corinth,Rejoice in the Lord alway. Phil 4:4
2025-11-04 19:45:00,Paul,#tarsus,"Take my yoke upon you, and learn of me. Matt 11:29"
2025-11-05 14:30:00,Paul,#joppa,The leaves of the tree were for the healing of nations. Rev 22:2
2025-11-05 16:00:00,Simon_Zealot,#galatia,Let not your heart be troubled. John 14:1
2025-11-06 09:00:00,Stephanas,#pergamum,The effectual fervent prayer availeth much. James 5:16
2025-11-06 18:30:00,Thomas,#smyrna,Greater love hath no man than this. John 15:13
2025-11-07 08:30:00,Onesimus,#miletus,"I am the way, the truth, and the life. John 14:6"
2025-11-07 08:30:00,Trophimus,#joppa,Greater love hath no man than this. John 15:13
2025-11-07 10:00:00,Timothy,#corinth,"If any man have ears to hear, let him hear. Mark 4:23"
2025-11-08 07:45:00,Stephen,#caesarea,"If any man have ears to hear, let him hear. Mark 4:23"
2025-11-09 10:00:00,James_Zebedee,#iconium,"God is light, and in him is no darkness. 1 John 1:5"
2025-11-09 10:15:00,Paul,#colossae,We ought to obey God rather than men. Acts 5:29
2025-11-09 18:00:00,Paul,#philadelphia,We are his workmanship. Eph 2:10
2025-11-10 08:45:00,Philip,#puteoli,Greater love hath no man than this. John 15:13
2025-11-10 09:30:00,Andrew,#patmos,"Lord, teach us to pray. Luke 11:1"
2025-11-10 13:00:00,Justus,#cyprus,Ye are the light of the world. Matt 5:14
2025-11-12 09:30:00,Onesimus,#perga,Seek ye first the kingdom of God. Matt 6:33
2025-11-13 08:45:00,Matthew,#thyatira,Blessed are the merciful. Matt 5:7
2025-11-13 09:00:00,Tabitha,#joppa,"Lord, teach us to pray. Luke 11:1"
2025-11-13 14:00:00,Aristarchus,#galatia,Believe on the Lord Jesus Christ. Acts 16:31
2025-11-14 14:00:00,Apphia,#perga,Surely I come quickly. Amen. Rev 22:20
2025-11-14 15:45:00,John,#derbe,Jesus wept. John 11:35
2025-11-14 19:00:00,James_Alphaeus,#crete,These that have turned the world upside down. Acts 17:6
2025-11-16 08:00:00,Andrew,#malta,"Saul, Saul, why persecutest thou me? Acts 9:4"
2025-11-16 08:20:00,Gaius_Derbe,#tarsus,"The kingdom of God is righteousness, peace, and joy. Rom 14:17"
2025-11-16 08:20:00,Paul,#smyrna,God is no respecter of persons. Acts 10:34
2025-11-16 08:20:00,Mary_Mark,#cyprus,Believe on the Lord Jesus Christ. Acts 16:31
2025-11-16 09:45:00,Linus,#philadelphia,The disciples were called Christians first in Antioch. Acts 11:26
2025-11-16 14:20:00,Matthew,#perga,There is neither Jew nor Greek. Gal 3:28
2025-11-17 07:20:00,Caius,#philadelphia,"The fruit of the Spirit is love, joy, peace. Gal 5:22"
2025-11-17 09:00:00,Caius,#troas,"Saul, Saul, why persecutest thou me? Acts 9:4"
2025-11-17 11:00:00,Mary_Rome,#philadelphia,"All have sinned, and come short of the glory of God. Rom 3:23"
2025-11-18 08:00:00,Paul,#hierapolis,Let not your heart be troubled. John 14:1
2025-11-18 14:20:00,James_Zebedee,#troas,Let the word of Christ dwell in you richly. Col 3:16
2025-11-19 08:00:00,John,#caesarea,Blessed are they that mourn. Matt 5:4
2025-11-19 10:30:00,Barnabas,#berea,"The fruit of the Spirit is love, joy, peace. Gal 5:22"
2025-11-19 13:45:00,Matthew,#samaria,Recompense to no man evil for evil. Rom 12:17
2025-11-20 18:00:00,Prochorus,#philippi,He that is faithful in that which is least. Luke 16:10
2025-11-21 15:45:00,Olympas,#lystra,The sabbath was made for man. Mark 2:27
2025-11-21 15:45:00,Hermas,#crete,Blessed are they that mourn. Matt 5:4
2025-11-22 15:30:00,Paul,#thessalonica,I am the good shepherd. John 10:11
2025-11-22 18:00:00,Joseph_Barsabas,#philippi,"Be sober, be vigilant. 1 Pet 5:8"
2025-11-23 08:20:00,Paul,#thyatira,Now faith is the substance of things hoped for. Heb 11:1
2025-11-23 14:00:00,Carpus,#miletus,"If any man have ears to hear, let him hear. Mark 4:23"
2025-11-24 08:15:00,Hermas,#damascus,"I was hungred, and ye gave me meat. Matt 25:35"
2025-11-24 10:30:00,Cornelius,#philadelphia,Submit yourselves therefore to God. James 4:7
2025-11-26 09:00:00,Erastus,#antioch,Blessed are the meek. Matt 5:5
2025-11-27 14:30:00,John,#athens,Where two or three are gathered in my name. Matt 18:20
2025-11-28 10:00:00,Paul,#athens,"Now abideth faith, hope, charity. 1 Cor 13:13"
2025-11-28 10:30:00,Paul,#caesarea,Go thou and do likewise. Luke 10:37
2025-11-28 14:20:00,Simon_Zealot,#caesarea,"Take heed, and beware of covetousness. Luke 12:15"
2025-11-28 14:20:00,Joseph_Barsabas,#puteoli,Perfect love casteth out fear. 1 John 4:18
2025-11-29 11:00:00,Barnabas,#cyprus,Study to shew thyself approved unto God. 2 Tim 2:15
2025-11-29 11:00:00,John,#laodicea,"Where your treasure is, there will your heart be. Luke 12:34"
2025-11-30 09:20:00,James_Zebedee,#ephesus,Render unto Caesar the things which are Caesar's. Matt 22:21
2025-11-30 10:00:00,Philip_Deacon,#crete,"Lord, teach us to pray. Luke 11:1"
2025-11-30 13:00:00,Andrew,#cyprus,Let your light so shine before men. Matt 5:16
