timestamp,subject,organizer,duration,participant_count,type
2025-10-25 19:00:00,Discipleship Training — Shiloh,Aaron,150,10,teams_meeting
2025-10-26 08:00:00,Prayer Vigil — Mount_Carmel,Bathsheba,150,12,teams_meeting
2025-10-26 10:00:00,Breaking of Bread — Philadelphia,Timothy,90,18,teams_meeting
2025-10-26 10:00:00,Discipleship Training — Nineveh,Linus,60,6,teams_meeting
2025-10-27 09:45:00,Passover Preparation — Philippi,Aaron,120,9,teams_meeting
2025-10-27 10:30:00,Land Inheritance Meeting — Mount_Carmel,Anna_Prophetess,60,14,teams_meeting
2025-10-28 07:00:00,Church Planting Review — Cyprus,Chloe,120,3,teams_meeting
2025-10-28 10:30:00,Trial Preparation — Ephesus,Samuel,180,10,teams_meeting
2025-10-28 13:00:00,Baptism Service Coordination — Mount_Carmel,Daniel,60,9,teams_meeting
2025-10-28 16:30:00,Doctrinal Council — Iconium,Shamgar,30,4,teams_call
2025-10-29 08:15:00,Famine Relief Coordination — Ramah,Jephthah,15,2,teams_call
2025-10-29 09:45:00,Tribal Council — Tiberias,Mary,10,3,teams_chat
2025-10-29 13:45:00,Letter Dictation — Pergamum,Nymphas,180,13,teams_meeting
2025-10-29 15:00:00,Watchman Report — Hierapolis,Bartholomew,180,8,teams_meeting
2025-10-29 18:15:00,Tabernacle Service Coordination — Crete,Boaz,45,19,teams_meeting
2025-10-29 18:45:00,Covenant Renewal Ceremony — Berea,Timothy,45,15,teams_meeting
2025-10-30 08:30:00,Church Planting Review — Nazareth,Aaron,60,8,teams_meeting
2025-10-30 08:45:00,Land Inheritance Meeting — Nineveh,Aquila,5,3,teams_call
2025-10-30 09:30:00,Missionary Strategy Session — Bethsaida,David,90,9,teams_meeting
2025-10-30 11:15:00,Collection for the Saints — Mount_Carmel,Erastus,90,18,teams_meeting
2025-10-30 15:00:00,Covenant Renewal Ceremony — Alexandria,Aaron,10,3,teams_call
2025-10-31 16:30:00,Royal Court Session — Corinth,Gad_Prophet,5,4,teams_call
2025-10-31 19:00:00,Council of Apostles — Mount_Horeb,Silas,60,14,teams_meeting
2025-11-01 14:45:00,Covenant Renewal Ceremony — Caesarea,Caleb,60,18,teams_meeting
2025-11-02 19:00:00,Judges Assembly — Joppa,Timothy,45,19,teams_meeting
2025-11-02 19:30:00,Council of Apostles — Bethlehem,Archippus,120,8,teams_meeting
2025-11-03 14:00:00,School of Prophets — Mizpah,Joseph_OT,75,20,teams_meeting
2025-11-03 16:30:00,Church Planting Review — Bethel,Eutychus,150,9,teams_meeting
2025-11-04 08:00:00,Apostolic Letter Review — Damascus,Gideon,60,14,teams_meeting
2025-11-04 11:20:00,Baptism Service Coordination — Iconium,Jeremiah,60,13,teams_meeting
2025-11-04 16:15:00,Royal Court Session — Susa,Isaiah,5,3,teams_chat
2025-11-05 07:20:00,Sacrifice Order Briefing — Caesarea,Zedekiah,60,11,teams_meeting
2025-11-05 08:20:00,Breaking of Bread — Alexandria,Joseph_OT,5,2,teams_chat
2025-11-05 10:00:00,Apostolic Letter Review — Bethel,Othniel,8,2,teams_chat
2025-11-08 08:15:00,Missionary Strategy Session — Philadelphia,Hosea,60,14,teams_meeting
2025-11-08 08:30:00,Prayer Vigil — Shiloh,Zebulun,90,4,teams_meeting
2025-11-08 09:20:00,Priestly Rotation Review — Susa,Barak,75,20,teams_meeting
2025-11-09 09:15:00,Church Planting Review — Nineveh,Mark,2,5,teams_chat
2025-11-10 13:00:00,Trial Preparation — Jerusalem,Eli,60,20,teams_meeting
2025-11-10 15:45:00,Collection for the Saints — Thyatira,Zechariah,180,4,teams_meeting
2025-11-10 19:00:00,Prayer Vigil — Sinai,Bezaleel,5,3,teams_call
2025-11-10 19:00:00,Deacon Selection — Berea,Manaen,90,8,teams_meeting
2025-11-11 09:30:00,Watchman Report — Bethlehem,Timothy,15,2,teams_call
2025-11-11 19:00:00,Elders Meeting — Hebron,Seth,60,18,teams_meeting
2025-11-12 09:00:00,Vision Interpretation Session — Bethsaida,Silas,8,2,teams_chat
2025-11-12 18:30:00,Widow's Care Logistics — Philippi,Aaron,5,2,teams_call
2025-11-13 08:00:00,Missionary Strategy Session — Athens,James_Zebedee,5,3,teams_call
2025-11-13 13:30:00,Missionary Strategy Session — Thyatira,Peter,5,2,teams_call
2025-11-13 18:00:00,Priestly Rotation Review — Beersheba,Parmenas,180,18,teams_meeting
2025-11-13 19:45:00,Census Review — Tarsus,Bezaleel,15,2,teams_call
2025-11-14 08:20:00,Sacrifice Order Briefing — Nineveh,Issachar,45,8,teams_meeting
2025-11-15 11:45:00,Sacrifice Order Briefing — Ephesus,Timothy,2,2,teams_chat
2025-11-16 10:30:00,Prayer Vigil — Jezreel,Jason,5,3,teams_call
2025-11-17 08:45:00,Discipleship Training — Troas,Joshua,20,2,teams_call
2025-11-17 10:00:00,Baptism Service Coordination — Babylon,Cornelius,75,5,teams_meeting
2025-11-17 10:30:00,Letter Dictation — Jezreel,Obadiah,60,13,teams_meeting
2025-11-17 18:15:00,Elders Meeting — Troas,Paul,10,2,teams_call
2025-11-18 16:00:00,Prophetic Word Hearing — Ephesus,Esau,30,4,teams_meeting
2025-11-18 16:20:00,Famine Relief Coordination — Nazareth,Barnabas,60,15,teams_meeting
2025-11-19 13:00:00,School of Prophets — Tarsus,Samson,15,2,teams_call
2025-11-19 18:00:00,Missionary Strategy Session — Megiddo,Zephaniah,5,2,teams_call
2025-11-20 09:30:00,Discipleship Training — Caesarea,Daniel_Friend_Shadrach,75,3,teams_meeting
2025-11-20 16:45:00,Priestly Rotation Review — Bethel,Cleopas,5,4,teams_call
2025-11-21 08:30:00,Synagogue Teaching Plan — Rome,Ezra,10,2,teams_call
2025-11-21 09:15:00,Prayer Vigil — Crete,Seth,30,10,teams_meeting
2025-11-21 10:15:00,Sanhedrin Hearing — Megiddo,Samson,120,9,teams_meeting
2025-11-21 16:00:00,Prayer Vigil — Antioch,Nehemiah,90,15,teams_meeting
2025-11-22 11:00:00,Widow's Care Logistics — Thyatira,Paul,120,10,teams_meeting
2025-11-22 11:30:00,Tribal Council — Philadelphia,Hezekiah,3,3,teams_chat
2025-11-22 14:00:00,Sanhedrin Hearing — Nineveh,Priscilla,90,6,teams_meeting
2025-11-23 14:30:00,Elders Meeting — Hierapolis,Elijah,20,3,teams_call
2025-11-25 07:30:00,Letter Dictation — Thessalonica,Jeremiah,60,18,teams_meeting
2025-11-25 09:45:00,Land Inheritance Meeting — Mount_Horeb,Cleopas,10,3,teams_call
2025-11-25 10:45:00,Royal Court Session — Nineveh,Seth,45,6,teams_meeting
2025-11-25 14:30:00,Land Inheritance Meeting — Dan,Leah,60,3,teams_meeting
2025-11-26 09:00:00,Deacon Selection — Bethel,Archippus,60,14,teams_meeting
2025-11-26 14:30:00,School of Prophets — Rome,Stephanas,45,11,teams_meeting
2025-11-27 10:30:00,Elders Meeting — Iconium,Isaiah,2,4,teams_chat
2025-11-28 08:20:00,Missionary Strategy Session — Thessalonica,Paul,120,13,teams_meeting
2025-11-28 09:20:00,Church Planting Review — Ur,Rehoboam,90,3,teams_meeting
2025-11-28 09:45:00,Vision Interpretation Session — Antioch,Ezra,90,3,teams_meeting
2025-11-28 09:45:00,Famine Relief Coordination — Ephesus,Solomon,10,2,teams_chat
2025-11-28 18:30:00,Missionary Strategy Session — Cyprus,Paul,5,2,teams_call
